fixed.Estimate,fixed.Est.Error,fixed.l.95..CI,fixed.u.95..CI,fixed.Eff.Sample,fixed.Rhat,Metric,Term,run
0.206669088,0.444096294,-0.542254397,1.237718393,5216.401626,1.000359193,Gains,Temp change,55
0.011027937,0.010007303,-0.008372608,0.030594605,18414.13298,0.999951773,Gains,Average Temp,55
0.635681902,0.194866909,0.25665774,1.024232508,20516.84411,0.999944096,Gains,Interaction,55
0.370918308,0.433565518,-0.523477948,1.10741052,4126.280986,1.000574243,Gains,Temp change,56
0.008598715,0.009866747,-0.010391484,0.027952599,16815.18779,0.999956003,Gains,Average Temp,56
0.29277987,0.177428801,-0.058721807,0.634231538,20343.1783,0.99991608,Gains,Interaction,56
0.507084643,0.519792482,-0.353587996,1.430123586,1926.202841,1.002110638,Gains,Temp change,57
0.012450674,0.010808974,-0.00915219,0.033376588,17557.29609,0.99995545,Gains,Average Temp,57
0.07421218,0.203336629,-0.327699073,0.475936855,18543.93283,0.999926197,Gains,Interaction,57
-0.142245302,0.551675924,-1.383332148,0.862656465,4553.930809,1.000973531,Gains,Temp change,58
0.001540052,0.011115054,-0.020008801,0.023176762,14980.73739,1.000227793,Gains,Average Temp,58
0.481032821,0.179932109,0.126031178,0.834066529,17721.41609,0.999888138,Gains,Interaction,58
0.731725114,0.580456736,-0.208093952,2.057950513,6958.753209,1.000630135,Gains,Temp change,59
-0.023535373,0.01074591,-0.04458547,-0.002667345,19469.46369,0.999876278,Gains,Average Temp,59
0.879955065,0.194232058,0.499657109,1.257655033,23512.09179,1.000386102,Gains,Interaction,59
0.288914669,0.578400674,-0.901859085,1.286087886,3417.179066,1.000697957,Gains,Temp change,60
0.019232899,0.010918514,-0.002249538,0.040821983,18612.2044,1.000068422,Gains,Average Temp,60
0.305963882,0.199710532,-0.079278299,0.700292985,26201.34412,1.000031471,Gains,Interaction,60
0.595296452,0.423453744,-0.27316243,1.35065962,4312.921574,1.000651655,Gains,Temp change,61
0.010112887,0.009740911,-0.008773403,0.029093772,19897.99013,0.999818929,Gains,Average Temp,61
0.037980669,0.177211308,-0.313125458,0.387009322,22287.42794,0.999938071,Gains,Interaction,61
0.480115771,0.67656534,-0.893840956,1.932801964,6698.473206,1.000306898,Gains,Temp change,62
-0.01671366,0.013298482,-0.042925488,0.00918857,20711.64698,0.999980843,Gains,Average Temp,62
0.043642398,0.217058382,-0.375024825,0.469336789,23735.61994,1.000038692,Gains,Interaction,62
5.28E-05,0.539889332,-1.109328397,1.024523183,5705.177174,1.000758979,Gains,Temp change,63
0.00116986,0.011086025,-0.020392719,0.023019873,16384.68543,0.999957282,Gains,Average Temp,63
0.385840242,0.179741544,0.03292136,0.7421648,23332.4536,1.000016466,Gains,Interaction,63
-0.267047027,0.590828218,-1.508134258,0.806021236,5199.949911,1.000438651,Gains,Temp change,64
0.004247414,0.01080311,-0.016699035,0.02549469,17346.37464,1.00014386,Gains,Average Temp,64
-0.127278646,0.186954752,-0.492587537,0.234050543,20453.90287,1.000002175,Gains,Interaction,64
0.010188308,0.904955271,-1.849224536,1.819547639,7309.867552,1.000463403,Gains,Temp change,65
-0.017305441,0.00954846,-0.036069597,0.001438894,23291.9473,0.999827575,Gains,Average Temp,65
0.177871398,0.158795195,-0.137275786,0.484458487,24687.00892,0.999948772,Gains,Interaction,65
0.025765179,0.363900864,-0.790703524,0.657389524,6186.963339,1.000189607,Gains,Temp change,66
0.002337403,0.010406342,-0.018182192,0.023220572,21844.23117,0.999910254,Gains,Average Temp,66
0.481735347,0.178441344,0.133689924,0.834589469,22967.47989,0.999875486,Gains,Interaction,66
0.221105737,0.367814275,-0.519228571,0.925475839,4914.160069,1.00030864,Gains,Temp change,67
-0.001518744,0.010762601,-0.022650337,0.019643666,19862.96833,1.000037165,Gains,Average Temp,67
0.522286952,0.195987371,0.137149145,0.906427521,25085.42469,0.999934488,Gains,Interaction,67
0.04690078,0.678537025,-1.285842106,1.369706569,4568.491333,1.000472549,Gains,Temp change,68
0.011415549,0.009772896,-0.007719775,0.030453017,18040.26915,1.000013974,Gains,Average Temp,68
0.328871096,0.166416549,0.002137337,0.662064409,20975.16451,1.000240324,Gains,Interaction,68
0.622812022,0.892029069,-1.204524629,2.403379433,5046.144536,1.000404112,Gains,Temp change,69
0.01577991,0.010223166,-0.004265238,0.035958924,21469.57125,1.00005823,Gains,Average Temp,69
0.276931074,0.171602414,-0.061743963,0.613917151,24101.57242,0.999842378,Gains,Interaction,69
0.19006438,0.505147467,-0.555156209,1.110573967,2304.513057,1.001607638,Gains,Temp change,70
0.003440222,0.010954045,-0.017631994,0.02517698,21874.33962,0.999966587,Gains,Average Temp,70
0.26949458,0.181582442,-0.091060643,0.622470956,23870.28566,1.000101289,Gains,Interaction,70
0.606166656,0.495574936,-0.29403408,1.636715145,3713.577328,1.000333378,Gains,Temp change,71
0.016866543,0.010238293,-0.003118712,0.036996327,17707.5119,0.999871201,Gains,Average Temp,71
-0.309858527,0.191141566,-0.683924886,0.06936996,22961.48088,0.999935738,Gains,Interaction,71
0.5614914,0.853896576,-1.279928128,2.263752627,3470.116952,1.002471832,Gains,Temp change,72
9.79E-05,0.010340713,-0.020295339,0.020193401,15654.48854,0.999896353,Gains,Average Temp,72
0.221454439,0.186540498,-0.145389338,0.590021508,18120.02859,1.000078419,Gains,Interaction,72
0.643486161,0.742784618,-0.755919345,2.227927328,5074.656358,1.001284005,Gains,Temp change,73
-0.008090342,0.010516176,-0.028926284,0.012388774,18253.37726,1.000132497,Gains,Average Temp,73
0.339037828,0.183626999,-0.024148069,0.701550437,22163.41772,0.999958729,Gains,Interaction,73
0.743537299,0.82190697,-0.779468869,2.580372614,4629.281594,1.000921372,Gains,Temp change,74
0.017073441,0.010112413,-0.002764677,0.036632356,17804.59189,0.999787353,Gains,Average Temp,74
0.246134478,0.17644484,-0.097288763,0.58823132,20506.59466,1.000218419,Gains,Interaction,74
0.764151694,0.907127434,-1.147040457,2.556470058,6100.211642,1.000236333,Gains,Temp change,75
0.01210848,0.011314669,-0.010063866,0.033903637,20293.55659,0.999951061,Gains,Average Temp,75
0.204365202,0.203080212,-0.194254811,0.608256752,23285.94985,0.999850496,Gains,Interaction,75
0.129506067,0.429062721,-0.662636368,1.033896071,6309.09061,1.000832252,Gains,Temp change,76
0.013226984,0.009932911,-0.006162314,0.032705667,23314.4149,0.999816008,Gains,Average Temp,76
0.304783814,0.166777447,-0.020716305,0.633572934,22756.07777,1.000068762,Gains,Interaction,76
-0.075140952,0.831682224,-1.816430122,1.376778049,3121.862848,1.000066938,Gains,Temp change,77
0.018335179,0.010576518,-0.002336803,0.038985157,22841.76939,0.999824421,Gains,Average Temp,77
0.14676922,0.186006359,-0.216313208,0.506106247,22221.6744,0.999944653,Gains,Interaction,77
0.217497099,0.665148747,-1.132458403,1.559266169,6511.005928,1.000502434,Gains,Temp change,78
-0.006793034,0.011184746,-0.028328509,0.015361874,20459.84885,0.99992018,Gains,Average Temp,78
0.175056138,0.185170189,-0.188692408,0.539372373,23064.85474,0.999859418,Gains,Interaction,78
0.549847095,0.516014604,-0.523599385,1.481409318,6511.262102,1.000351437,Gains,Temp change,79
0.007340631,0.010669369,-0.013213116,0.028417101,24484.65445,0.999833254,Gains,Average Temp,79
0.316259763,0.19105283,-0.061513909,0.69018299,26863.24296,0.999876129,Gains,Interaction,79
