fixed.Estimate,fixed.Est.Error,fixed.l.95..CI,fixed.u.95..CI,fixed.Eff.Sample,fixed.Rhat,Metric,Term,run
0.508233811,0.706402473,-0.785527183,1.750708599,1315.022178,1.00316271,Gains,Temp change,95
-0.000616241,0.009520003,-0.019505053,0.018106681,17320.15738,0.999860168,Gains,Average Temp,95
0.446070624,0.175409184,0.10173922,0.786937767,22248.40738,0.9998274,Gains,Interaction,95
0.747543475,0.63422562,-0.403708978,2.078499821,4291.485064,1.000348786,Gains,Temp change,96
0.02293617,0.0106504,0.002083762,0.043729637,23304.32454,0.99995327,Gains,Average Temp,96
0.033807582,0.18789967,-0.33847953,0.396776764,22386.44455,1.000054063,Gains,Interaction,96
0.649764292,0.734917035,-0.499636015,2.35694692,3942.912312,1.001972317,Gains,Temp change,97
0.007063053,0.009932215,-0.01253337,0.026300362,18122.25696,1.000023556,Gains,Average Temp,97
0.168801091,0.165548168,-0.154121398,0.493042305,18459.37713,1.000052139,Gains,Interaction,97
0.147579379,0.639751679,-0.967318627,1.625361297,4607.010526,1.000201345,Gains,Temp change,98
0.007829382,0.010074375,-0.012008212,0.027516855,17656.27371,0.999894167,Gains,Average Temp,98
0.202719096,0.180950907,-0.150977116,0.564736671,19917.41798,0.999913489,Gains,Interaction,98
0.312116896,0.668250251,-1.003416885,1.665918488,6335.213968,1.000307436,Gains,Temp change,99
0.027526566,0.010409903,0.006962557,0.047639807,21980.58584,1.000032072,Gains,Average Temp,99
0.34802834,0.196641155,-0.041077805,0.729379566,24242.0578,0.999844212,Gains,Interaction,99
0.20876081,0.628806703,-1.2206329,1.248234031,4879.164872,1.000242528,Gains,Temp change,100
0.011480004,0.010663996,-0.009669659,0.032035859,18805.93739,0.999929658,Gains,Average Temp,100
0.228950436,0.177705895,-0.118992512,0.581660319,23994.27203,0.999918234,Gains,Interaction,100
