fixed.Estimate,fixed.Est.Error,fixed.l.95..CI,fixed.u.95..CI,fixed.Eff.Sample,fixed.Rhat,Metric,Term,run
0.069374819,0.088202869,-0.099788103,0.244139228,19223.10814,1.000004326,Losses,Interaction,48
-0.232896717,0.296949922,-0.840212701,0.312619881,3439.161572,1.001263859,Losses,Temp change,49
-0.018371725,0.004963866,-0.028023547,-0.008692287,15818.90556,1.000057654,Losses,Average Temp,49
-0.043034577,0.085160046,-0.210769107,0.126837295,19259.38526,0.999816483,Losses,Interaction,49
-0.192967273,0.340297078,-0.843510123,0.512118484,4461.309909,1.000496688,Losses,Temp change,50
-0.027166499,0.005832972,-0.038785169,-0.015962365,16447.74481,0.999876356,Losses,Average Temp,50
-0.045042464,0.100268927,-0.242521367,0.151862622,16393.89442,0.999867944,Losses,Interaction,50
-0.12912668,0.249252622,-0.653306682,0.316829739,5260.213661,1.000599524,Losses,Temp change,51
-0.016338661,0.005974673,-0.028149011,-0.004826129,17795.22417,0.999825383,Losses,Average Temp,51
-0.020401024,0.107362003,-0.231756385,0.190512545,20231.49175,0.999905824,Losses,Interaction,51
0.006986975,0.210663177,-0.467412865,0.320599333,1693.824971,1.001575893,Losses,Temp change,52
-0.013630849,0.00487508,-0.023334942,-0.004224788,11234.52749,1.00030576,Losses,Average Temp,52
-0.213238325,0.102737222,-0.415277791,-0.015864064,17160.85906,0.999870735,Losses,Interaction,52
-0.698614779,0.721937372,-2.152237505,0.731747582,5085.964521,1.000634338,Losses,Temp change,53
-0.018866035,0.006181468,-0.030992629,-0.006832164,16830.05574,1.000305673,Losses,Average Temp,53
0.03311805,0.107319111,-0.177936894,0.243227188,20897.73694,0.999993425,Losses,Interaction,53
-0.201889244,0.385924773,-0.8050707,0.379494608,1021.269837,1.001540647,Losses,Temp change,54
-0.023391188,0.005087896,-0.033314664,-0.013476148,16115.33902,1.000190072,Losses,Average Temp,54
0.059819182,0.09562094,-0.125441784,0.247212652,17194.09164,0.999992838,Losses,Interaction,54
-0.016899303,0.268802328,-0.513956621,0.553959895,6217.142118,1.000832254,Losses,Temp change,55
-0.024373299,0.006051042,-0.03616494,-0.012480231,10265.98255,1.000428503,Losses,Average Temp,55
-0.025640559,0.110076463,-0.243290953,0.18912328,21765.19096,0.999897209,Losses,Interaction,55
-0.09544619,0.191187823,-0.428402675,0.269951945,1855.595349,1.001201929,Losses,Temp change,56
-0.025297346,0.005547931,-0.036308727,-0.014505303,14553.72586,0.999953548,Losses,Average Temp,56
0.113057075,0.100977326,-0.082920105,0.310152147,20527.05577,0.999927974,Losses,Interaction,56
-0.178210613,0.225978451,-0.611145598,0.270925909,6474.812092,1.000180766,Losses,Temp change,57
-0.019719047,0.005721558,-0.031025231,-0.008467665,17716.61297,0.999808038,Losses,Average Temp,57
-0.086116629,0.109663789,-0.301007922,0.129502528,18624.97019,0.99988102,Losses,Interaction,57
-0.480428906,0.688582491,-1.834296983,0.727471459,3024.088705,1.000097893,Losses,Temp change,58
-0.013818155,0.006033405,-0.025536407,-0.002009208,15614.0747,0.999854473,Losses,Average Temp,58
-0.077905001,0.11643876,-0.304372025,0.149901958,20289.7352,0.999900118,Losses,Interaction,58
0.099424374,0.2188152,-0.343906594,0.490183238,3457.625161,1.000467606,Losses,Temp change,59
-0.03282305,0.005412423,-0.043510182,-0.022260145,17948.99022,1.000218401,Losses,Average Temp,59
0.025811857,0.09596964,-0.162101132,0.213300366,22396.71991,0.999961396,Losses,Interaction,59
-0.012762689,0.249477196,-0.50146275,0.42020713,4047.17805,1.000343493,Losses,Temp change,60
